行政区,坐标,数量
浦东新区,"121.558989,31.377788",7
浦东新区,"121.558989,31.360788",69
浦东新区,"121.558989,31.343788",193
浦东新区,"121.558989,31.258788",536
浦东新区,"121.558989,31.241788",878
浦东新区,"121.558989,31.224788",660
浦东新区,"121.558989,31.207788",873
浦东新区,"121.558989,31.190788",870
浦东新区,"121.558989,31.173788",572
浦东新区,"121.558989,31.156788",364
浦东新区,"121.558989,31.139788",146
浦东新区,"121.558989,31.122788",191
浦东新区,"121.558989,31.088788",3
浦东新区,"121.558989,31.071788",59
浦东新区,"121.558989,31.054788",4
浦东新区,"121.575989,31.377788",1
浦东新区,"121.575989,31.360788",78
浦东新区,"121.575989,31.343788",861
浦东新区,"121.575989,31.326788",299
浦东新区,"121.575989,31.309788",69
浦东新区,"121.575989,31.292788",346
浦东新区,"121.575989,31.275788",525
浦东新区,"121.575989,31.258788",859
浦东新区,"121.575989,31.241788",794
浦东新区,"121.575989,31.224788",149
浦东新区,"121.575989,31.207788",221
浦东新区,"121.575989,31.190788",200
浦东新区,"121.575989,31.173788",92
浦东新区,"121.575989,31.156788",577
浦东新区,"121.575989,31.139788",396
浦东新区,"121.575989,31.122788",868
浦东新区,"121.575989,31.105788",624
浦东新区,"121.575989,31.088788",98
浦东新区,"121.575989,31.071788",6
浦东新区,"121.575989,31.054788",32
浦东新区,"121.575989,31.037788",14
浦东新区,"121.575989,31.020788",39
浦东新区,"121.575989,31.003788",5
浦东新区,"121.592989,31.360788",36
浦东新区,"121.592989,31.343788",812
浦东新区,"121.592989,31.326788",398
浦东新区,"121.592989,31.309788",194
浦东新区,"121.592989,31.292788",210
浦东新区,"121.592989,31.275788",890
浦东新区,"121.592989,31.258788",874
浦东新区,"121.592989,31.241788",340
浦东新区,"121.592989,31.224788",52
浦东新区,"121.592989,31.207788",588
浦东新区,"121.592989,31.190788",300
浦东新区,"121.592989,31.173788",22
浦东新区,"121.592989,31.156788",20
浦东新区,"121.592989,31.139788",128
浦东新区,"121.592989,31.122788",618
浦东新区,"121.592989,31.105788",182
浦东新区,"121.592989,31.088788",201
浦东新区,"121.592989,31.071788",131
浦东新区,"121.592989,31.054788",288
浦东新区,"121.592989,31.037788",291
浦东新区,"121.592989,31.020788",374
浦东新区,"121.592989,31.003788",1
浦东新区,"121.609989,31.343788",79
浦东新区,"121.609989,31.326788",276
浦东新区,"121.609989,31.309788",181
浦东新区,"121.609989,31.292788",766
浦东新区,"121.609989,31.275788",871
浦东新区,"121.609989,31.258788",663
浦东新区,"121.609989,31.241788",94
浦东新区,"121.609989,31.224788",107
浦东新区,"121.609989,31.207788",883
浦东新区,"121.609989,31.190788",89
浦东新区,"121.609989,31.173788",111
浦东新区,"121.609989,31.156788",36
浦东新区,"121.609989,31.139788",646
浦东新区,"121.609989,31.122788",79
浦东新区,"121.609989,31.105788",191
浦东新区,"121.609989,31.088788",10
浦东新区,"121.609989,31.071788",41
浦东新区,"121.609989,31.054788",7
浦东新区,"121.609989,31.037788",47
浦东新区,"121.609989,31.020788",96
浦东新区,"121.609989,31.003788",1
浦东新区,"121.626989,31.343788",7
浦东新区,"121.626989,31.326788",208
浦东新区,"121.626989,31.309788",518
浦东新区,"121.626989,31.292788",198
浦东新区,"121.626989,31.275788",25
浦东新区,"121.626989,31.258788",204
浦东新区,"121.626989,31.241788",157
浦东新区,"121.626989,31.224788",105
浦东新区,"121.626989,31.207788",273
浦东新区,"121.626989,31.190788",544
浦东新区,"121.626989,31.173788",390
浦东新区,"121.626989,31.156788",73
浦东新区,"121.626989,31.139788",168
浦东新区,"121.626989,31.122788",36
浦东新区,"121.626989,31.105788",15
浦东新区,"121.626989,31.088788",6
浦东新区,"121.626989,31.071788",5
浦东新区,"121.626989,31.054788",3
浦东新区,"121.626989,31.037788",1
浦东新区,"121.626989,31.020788",8
浦东新区,"121.626989,31.003788",4
浦东新区,"121.643989,31.343788",1
浦东新区,"121.643989,31.326788",25
浦东新区,"121.643989,31.309788",79
浦东新区,"121.643989,31.292788",91
浦东新区,"121.643989,31.275788",292
浦东新区,"121.643989,31.258788",66
浦东新区,"121.643989,31.241788",117
浦东新区,"121.643989,31.224788",87
浦东新区,"121.643989,31.207788",315
浦东新区,"121.643989,31.190788",221
浦东新区,"121.643989,31.173788",44
浦东新区,"121.643989,31.156788",48
浦东新区,"121.643989,31.139788",5
浦东新区,"121.643989,31.122788",9
浦东新区,"121.643989,31.105788",66
浦东新区,"121.643989,31.088788",7
浦东新区,"121.643989,31.071788",177
浦东新区,"121.643989,31.054788",16
浦东新区,"121.643989,31.037788",42
浦东新区,"121.643989,31.020788",484
浦东新区,"121.643989,31.003788",11
浦东新区,"121.660989,31.326788",6
浦东新区,"121.660989,31.309788",43
浦东新区,"121.660989,31.292788",200
浦东新区,"121.660989,31.275788",696
浦东新区,"121.660989,31.258788",178
浦东新区,"121.660989,31.241788",110
浦东新区,"121.660989,31.224788",52
浦东新区,"121.660989,31.207788",464
浦东新区,"121.660989,31.190788",179
浦东新区,"121.660989,31.173788",38
浦东新区,"121.660989,31.156788",29
浦东新区,"121.660989,31.139788",114
浦东新区,"121.660989,31.122788",2
浦东新区,"121.660989,31.105788",159
浦东新区,"121.660989,31.088788",1
浦东新区,"121.660989,31.071788",10
浦东新区,"121.660989,31.054788",5
浦东新区,"121.660989,31.037788",7
浦东新区,"121.660989,31.020788",57
浦东新区,"121.660989,31.003788",3
浦东新区,"121.677989,31.309788",33
浦东新区,"121.677989,31.292788",69
浦东新区,"121.677989,31.275788",303
浦东新区,"121.677989,31.258788",388
浦东新区,"121.677989,31.241788",620
浦东新区,"121.677989,31.224788",33
浦东新区,"121.677989,31.207788",98
浦东新区,"121.677989,31.190788",676
浦东新区,"121.677989,31.173788",37
浦东新区,"121.677989,31.156788",48
浦东新区,"121.677989,31.139788",42
浦东新区,"121.677989,31.122788",4
浦东新区,"121.677989,31.105788",24
浦东新区,"121.677989,31.088788",2
浦东新区,"121.677989,31.071788",7
浦东新区,"121.677989,31.054788",4
浦东新区,"121.677989,31.037788",5
浦东新区,"121.677989,31.020788",1
浦东新区,"121.677989,31.003788",1
浦东新区,"121.694989,31.292788",3
浦东新区,"121.694989,31.275788",117
浦东新区,"121.694989,31.258788",213
浦东新区,"121.694989,31.241788",297
浦东新区,"121.694989,31.224788",154
浦东新区,"121.694989,31.207788",242
浦东新区,"121.694989,31.190788",880
浦东新区,"121.694989,31.173788",160
浦东新区,"121.694989,31.156788",35
浦东新区,"121.694989,31.139788",23
浦东新区,"121.694989,31.122788",202
浦东新区,"121.694989,31.105788",55
浦东新区,"121.694989,31.088788",1
浦东新区,"121.694989,31.071788",4
浦东新区,"121.694989,31.054788",1
浦东新区,"121.694989,31.292788",3
浦东新区,"121.694989,31.275788",117
浦东新区,"121.694989,31.258788",213
浦东新区,"121.694989,31.241788",297
浦东新区,"121.694989,31.224788",154
浦东新区,"121.694989,31.207788",243
浦东新区,"121.694989,31.190788",880
浦东新区,"121.694989,31.173788",160
浦东新区,"121.694989,31.156788",35
浦东新区,"121.694989,31.139788",23
浦东新区,"121.694989,31.122788",202
浦东新区,"121.694989,31.105788",55
浦东新区,"121.694989,31.088788",1
浦东新区,"121.694989,31.071788",4
浦东新区,"121.694989,31.054788",1
浦东新区,"121.694989,31.037788",54
浦东新区,"121.694989,31.020788",178
浦东新区,"121.694989,31.003788",1
浦东新区,"121.711989,31.275788",6
浦东新区,"121.711989,31.258788",48
浦东新区,"121.711989,31.241788",267
浦东新区,"121.711989,31.224788",44
浦东新区,"121.711989,31.207788",126
浦东新区,"121.711989,31.190788",672
浦东新区,"121.711989,31.173788",44
浦东新区,"121.711989,31.156788",159
浦东新区,"121.711989,31.139788",9
浦东新区,"121.711989,31.122788",49
浦东新区,"121.711989,31.105788",31
浦东新区,"121.711989,31.088788",57
浦东新区,"121.711989,31.071788",138
浦东新区,"121.711989,31.054788",83
浦东新区,"121.711989,31.037788",222
浦东新区,"121.711989,31.020788",183
浦东新区,"121.711989,31.003788",2
浦东新区,"121.711989,30.986788",1
浦东新区,"121.728989,31.275788",3
浦东新区,"121.728989,31.258788",53
浦东新区,"121.728989,31.241788",103
浦东新区,"121.728989,31.224788",121
浦东新区,"121.728989,31.207788",152
浦东新区,"121.728989,31.190788",22
浦东新区,"121.728989,31.173788",71
浦东新区,"121.728989,31.156788",162
浦东新区,"121.728989,31.139788",63
浦东新区,"121.728989,31.122788",23
浦东新区,"121.728989,31.105788",1
浦东新区,"121.728989,31.088788",21
浦东新区,"121.728989,31.071788",26
浦东新区,"121.728989,31.054788",108
浦东新区,"121.694989,31.292788",3
浦东新区,"121.694989,31.275788",117
浦东新区,"121.694989,31.258788",213
浦东新区,"121.694989,31.241788",297
浦东新区,"121.694989,31.224788",154
浦东新区,"121.694989,31.207788",243
浦东新区,"121.694989,31.190788",880
浦东新区,"121.694989,31.173788",160
浦东新区,"121.694989,31.156788",35
浦东新区,"121.694989,31.139788",23
浦东新区,"121.694989,31.122788",202
浦东新区,"121.694989,31.105788",55
浦东新区,"121.694989,31.088788",1
浦东新区,"121.694989,31.071788",4
浦东新区,"121.694989,31.054788",1
浦东新区,"121.694989,31.037788",54
浦东新区,"121.694989,31.020788",178
浦东新区,"121.694989,31.003788",1
浦东新区,"121.711989,31.275788",6
浦东新区,"121.711989,31.258788",48
浦东新区,"121.711989,31.241788",267
浦东新区,"121.711989,31.224788",44
浦东新区,"121.711989,31.207788",126
浦东新区,"121.711989,31.190788",672
浦东新区,"121.711989,31.173788",44
浦东新区,"121.711989,31.156788",159
浦东新区,"121.711989,31.139788",9
浦东新区,"121.711989,31.122788",49
浦东新区,"121.711989,31.105788",31
浦东新区,"121.711989,31.088788",57
浦东新区,"121.711989,31.071788",138
浦东新区,"121.711989,31.054788",83
浦东新区,"121.711989,31.037788",222
浦东新区,"121.711989,31.020788",183
浦东新区,"121.711989,31.003788",2
浦东新区,"121.711989,30.986788",1
浦东新区,"121.728989,31.275788",3
浦东新区,"121.728989,31.258788",53
浦东新区,"121.728989,31.241788",103
浦东新区,"121.728989,31.224788",121
浦东新区,"121.728989,31.207788",152
浦东新区,"121.728989,31.190788",22
浦东新区,"121.728989,31.173788",71
浦东新区,"121.728989,31.156788",162
浦东新区,"121.728989,31.139788",63
浦东新区,"121.728989,31.122788",23
浦东新区,"121.728989,31.105788",1
浦东新区,"121.728989,31.088788",21
浦东新区,"121.728989,31.071788",26
浦东新区,"121.728989,31.054788",108
浦东新区,"121.728989,31.037788",187
浦东新区,"121.728989,31.020788",18
浦东新区,"121.728989,31.003788",8
浦东新区,"121.728989,30.986788",2
浦东新区,"121.728989,30.969788",109
浦东新区,"121.745989,31.258788",1
浦东新区,"121.745989,31.241788",11
浦东新区,"121.745989,31.224788",22
浦东新区,"121.745989,31.207788",10
浦东新区,"121.745989,31.190788",54
浦东新区,"121.745989,31.173788",578
浦东新区,"121.745989,31.156788",78
浦东新区,"121.745989,31.139788",92
浦东新区,"121.745989,31.122788",79
浦东新区,"121.745989,31.105788",2
浦东新区,"121.745989,31.088788",1
浦东新区,"121.745989,31.071788",24
浦东新区,"121.745989,31.054788",396
浦东新区,"121.745989,31.037788",631
浦东新区,"121.745989,31.020788",41
浦东新区,"121.745989,31.003788",1
浦东新区,"121.745989,30.986788",4
浦东新区,"121.745989,30.969788",262
浦东新区,"121.762989,31.224788",1
浦东新区,"121.762989,31.207788",21
浦东新区,"121.762989,31.190788",49
浦东新区,"121.762989,31.173788",122
浦东新区,"121.762989,31.156788",336
浦东新区,"121.762989,31.139788",206
浦东新区,"121.762989,31.122788",462
浦东新区,"121.762989,31.105788",349
浦东新区,"121.762989,31.088788",163
浦东新区,"121.762989,31.071788",38
浦东新区,"121.762989,31.054788",870
浦东新区,"121.762989,31.037788",881
浦东新区,"121.762989,31.020788",14
浦东新区,"121.762989,31.003788",2
浦东新区,"121.762989,30.986788",51
浦东新区,"121.762989,30.969788",9
浦东新区,"121.762989,30.952788",19
浦东新区,"121.779989,31.207788",1
浦东新区,"121.779989,31.190788",24
浦东新区,"121.779989,31.173788",61
浦东新区,"121.779989,31.156788",12
浦东新区,"121.779989,31.139788",50
浦东新区,"121.779989,31.122788",82
浦东新区,"121.779989,31.105788",23
浦东新区,"121.779989,31.088788",10
浦东新区,"121.779989,31.071788",4
浦东新区,"121.779989,31.054788",279
浦东新区,"121.779989,31.037788",267
浦东新区,"121.779989,31.020788",112
浦东新区,"121.779989,31.003788",8
浦东新区,"121.779989,30.986788",12
浦东新区,"121.779989,30.952788",2
浦东新区,"121.779989,30.935788",3
浦东新区,"121.779989,30.901788",1
浦东新区,"121.779989,30.867788",1
浦东新区,"121.779989,30.850788",1
浦东新区,"121.796989,31.190788",1
浦东新区,"121.796989,31.173788",17
浦东新区,"121.796989,31.156788",62
浦东新区,"121.796989,31.139788",2
浦东新区,"121.796989,31.122788",2
浦东新区,"121.796989,31.105788",1
浦东新区,"121.796989,31.088788",3
浦东新区,"121.796989,31.071788",1
浦东新区,"121.796989,31.054788",22
浦东新区,"121.796989,31.037788",1
浦东新区,"121.796989,31.020788",1
浦东新区,"121.796989,30.986788",1
浦东新区,"121.796989,30.952788",1
浦东新区,"121.796989,30.935788",4
浦东新区,"121.796989,30.918788",14
浦东新区,"121.796989,30.901788",175
浦东新区,"121.796989,30.884788",1
浦东新区,"121.796989,30.867788",10
浦东新区,"121.796989,30.850788",1
浦东新区,"121.813989,31.156788",104
浦东新区,"121.813989,31.139788",4
浦东新区,"121.813989,31.122788",1
浦东新区,"121.813989,31.088788",61
浦东新区,"121.813989,31.071788",1
浦东新区,"121.813989,31.054788",3
浦东新区,"121.813989,31.037788",2
浦东新区,"121.813989,30.986788",8
浦东新区,"121.813989,30.969788",87
浦东新区,"121.813989,30.952788",16
浦东新区,"121.813989,30.935788",1
浦东新区,"121.813989,30.918788",12
浦东新区,"121.813989,30.901788",260
浦东新区,"121.813989,30.884788",13
浦东新区,"121.813989,30.867788",7
浦东新区,"121.813989,30.850788",2
浦东新区,"121.830989,31.105788",4
浦东新区,"121.830989,31.088788",10
浦东新区,"121.830989,31.054788",3
浦东新区,"121.830989,31.037788",124
浦东新区,"121.830989,30.969788",6
浦东新区,"121.830989,30.952788",1
浦东新区,"121.830989,30.935788",2
浦东新区,"121.830989,30.918788",1
浦东新区,"121.830989,30.901788",279
浦东新区,"121.830989,30.884788",11
浦东新区,"121.830989,30.867788",3
浦东新区,"121.830989,30.850788",1
浦东新区,"121.847989,31.088788",1
浦东新区,"121.847989,31.071788",1
浦东新区,"121.847989,31.054788",9
浦东新区,"121.847989,31.037788",117
浦东新区,"121.847989,31.020788",7
浦东新区,"121.847989,30.986788",7
浦东新区,"121.847989,30.969788",1
浦东新区,"121.847989,30.952788",1
浦东新区,"121.847989,30.935788",1
浦东新区,"121.847989,30.918788",1
浦东新区,"121.847989,30.901788",22
浦东新区,"121.847989,30.884788",66
浦东新区,"121.847989,30.867788",185
浦东新区,"121.847989,30.850788",79
浦东新区,"121.864989,31.105788",1
浦东新区,"121.864989,31.088788",2
浦东新区,"121.864989,31.037788",1
浦东新区,"121.864989,31.020788",1
浦东新区,"121.864989,31.003788",2
浦东新区,"121.864989,30.986788",152
浦东新区,"121.864989,30.969788",21
浦东新区,"121.864989,30.952788",3
浦东新区,"121.864989,30.935788",57
浦东新区,"121.864989,30.918788",33
浦东新区,"121.864989,30.884788",20
浦东新区,"121.864989,30.867788",74
浦东新区,"121.881989,31.020788",1
浦东新区,"121.881989,31.003788",29
浦东新区,"121.881989,30.986788",4
浦东新区,"121.881989,30.969788",5
浦东新区,"121.881989,30.952788",4
浦东新区,"121.881989,30.935788",1
浦东新区,"121.881989,30.918788",1
浦东新区,"121.881989,30.901788",1
浦东新区,"121.881989,30.884788",59
浦东新区,"121.881989,30.867788",37
浦东新区,"121.881989,30.850788",3
浦东新区,"121.898989,31.003788",15
浦东新区,"121.898989,30.969788",2
浦东新区,"121.898989,30.952788",52
浦东新区,"121.898989,30.935788",2
浦东新区,"121.898989,30.918788",2
浦东新区,"121.898989,30.901788",12
浦东新区,"121.898989,30.884788",203
浦东新区,"121.898989,30.867788",51
浦东新区,"121.915989,31.037788",1
浦东新区,"121.915989,30.969788",4
浦东新区,"121.915989,30.952788",10
浦东新区,"121.915989,30.918788",6
浦东新区,"121.915989,30.901788",125
浦东新区,"121.915989,30.884788",276
浦东新区,"121.915989,30.867788",16
浦东新区,"121.915989,30.850788",1
浦东新区,"121.932989,30.918788",2
浦东新区,"121.932989,30.901788",78
浦东新区,"121.932989,30.884788",6
浦东新区,"121.949989,30.884788",2
浦东新区,"121.966989,30.884788",1
